,idProject,nameProject,productionClass,testCase,FRNC,isResourceOptimism,isResourceOptimismManual,prediction
38,35.0,hbase,Attributes,org.apache.hadoop.hbase.client.testattributes.testscanid,0.0,False,False,False
39,35.0,hbase,BatchScanResultCache,org.apache.hadoop.hbase.client.testbatchscanresultcache.test,0.0,False,False,False
40,35.0,hbase,ClientScanner,org.apache.hadoop.hbase.client.testclientscanner.testnomoreresults,0.0,False,False,False
41,35.0,hbase,ClientScanner,org.apache.hadoop.hbase.client.testclientscanner.testsizelimit,0.0,False,False,False
48,35.0,hbase,ConnectionImplementation,org.apache.hadoop.hbase.client.testconnectionimplementation.testconnectionmanagement,0.0,False,False,False
50,35.0,hbase,ImmutableHColumnDescriptor,org.apache.hadoop.hbase.client.testimmutablehcolumndescriptor.testimmutable,0.0,False,False,False
51,35.0,hbase,Increment,org.apache.hadoop.hbase.client.testincrement.testincrementinstance,0.0,False,False,False
53,35.0,hbase,MetricsConnection,org.apache.hadoop.hbase.client.testmetricsconnection.teststaticmetrics,0.0,False,False,False
54,35.0,hbase,Mutation,org.apache.hadoop.hbase.client.testmutation.testputcopyconstructor,0.0,False,False,False
60,35.0,hbase,SimpleRequestController,org.apache.hadoop.hbase.client.testsimplerequestcontroller.testtaskcountchecker,0.0,False,False,False
61,35.0,hbase,SimpleRequestController,org.apache.hadoop.hbase.client.testsimplerequestcontroller.testwaitformaximumcurrenttasks,0.0,False,False,False
63,35.0,hbase,TableDescriptorBuilder,org.apache.hadoop.hbase.client.testtabledescriptorbuilder.testclassmethodsarebuilderstyle,0.0,False,False,False
66,35.0,hbase,TableSnapshotScanner,org.apache.hadoop.hbase.client.testtablesnapshotscanner.testscannerwithrestorescanner,0.0,False,False,False
67,35.0,hbase,ZKAsyncRegistry,org.apache.hadoop.hbase.client.testzkasyncregistry.testindependentzkconnections,0.0,False,False,False
68,35.0,hbase,CellCodec,org.apache.hadoop.hbase.codec.testcellcodec.testone,0.0,False,False,False
69,35.0,hbase,KeyValueCodec,org.apache.hadoop.hbase.codec.testkeyvaluecodec.testone,0.0,False,False,False
70,35.0,hbase,KeyValueCodecWithTags,org.apache.hadoop.hbase.codec.testkeyvaluecodecwithtags.testkeyvaluewithtag,0.0,False,False,False
71,35.0,hbase,ConfigurationManager,org.apache.hadoop.hbase.conf.testconfigurationmanager.testderegisteronoutofscope,0.0,False,False,False
73,35.0,hbase,Constraint,org.apache.hadoop.hbase.constraint.testconstraint.testisunloaded,0.0,False,False,False
78,35.0,hbase,WALObserver,org.apache.hadoop.hbase.coprocessor.testwalobserver.testwalobserverroll,0.0,False,False,False
80,35.0,hbase,TimeoutExceptionInjector,org.apache.hadoop.hbase.errorhandling.testtimeoutexceptioninjector.testtimerpassesonerrorinfo,0.0,False,False,False
84,35.0,hbase,BigDecimalComparator,org.apache.hadoop.hbase.filter.testbigdecimalcomparator.testobjectequals,0.0,False,False,False
85,35.0,hbase,BitComparator,org.apache.hadoop.hbase.filter.testbitcomparator.testoroperation,0.0,False,False,False
86,35.0,hbase,BitComparator,org.apache.hadoop.hbase.filter.testbitcomparator.testoroperationwithoffset,0.0,False,False,False
87,35.0,hbase,BitComparator,org.apache.hadoop.hbase.filter.testbitcomparator.testxoroperation,0.0,False,False,False
88,35.0,hbase,ColumnPaginationFilter,org.apache.hadoop.hbase.filter.testcolumnpaginationfilter.testserialization,0.0,False,False,False
89,35.0,hbase,DependentColumnFilter,org.apache.hadoop.hbase.filter.testdependentcolumnfilter.testfilterdropping,0.0,False,False,False
91,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testfirstkeyonlyfilter,0.0,False,False,False
92,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testkeyonlyfilter,0.0,False,False,False
94,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testpagefilter,0.0,False,False,False
95,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testqualifierfilter,0.0,False,False,False
96,35.0,hbase,Filter,org.apache.hadoop.hbase.filter.testfilter.testrowfilter,0.0,False,False,False
101,35.0,hbase,FilterList,org.apache.hadoop.hbase.filter.testfilterlist.testmpone,0.0,False,False,False
102,35.0,hbase,FilterList,org.apache.hadoop.hbase.filter.testfilterlist.testmponewithseeknextusinghint,0.0,False,False,False
103,35.0,hbase,FilterList,org.apache.hadoop.hbase.filter.testfilterlist.testordering,0.0,False,False,False
104,35.0,hbase,FilterList,org.apache.hadoop.hbase.filter.testfilterlist.testreversedfilterlistwithor,0.0,False,False,False
106,35.0,hbase,FilterList,org.apache.hadoop.hbase.filter.testfilterlist.testshouldpasscurrentcelltofilter,0.0,False,False,False
107,35.0,hbase,FilterWrapper,org.apache.hadoop.hbase.filter.testfilterwrapper.testfilterwrapper,0.0,False,False,False
108,35.0,hbase,FirstKeyValueMatchingQualifiersFilter,org.apache.hadoop.hbase.filter.testfirstkeyvaluematchingqualifiersfilter.testfirstkeymatchingqualifierfilter,0.0,False,False,False
109,35.0,hbase,FuzzyRowFilter,org.apache.hadoop.hbase.filter.testfuzzyrowfilter.testsatisfiesforward,0.0,False,False,False
111,35.0,hbase,InclusiveStopFilter,org.apache.hadoop.hbase.filter.testinclusivestopfilter.testserialization,0.0,False,False,False
112,35.0,hbase,InclusiveStopFilter,org.apache.hadoop.hbase.filter.testinclusivestopfilter.teststoprowidentification,0.0,False,False,False
113,35.0,hbase,LongComparator,org.apache.hadoop.hbase.filter.testlongcomparator.testsimple,0.0,False,False,False
114,35.0,hbase,MultipleColumnPrefixFilter,org.apache.hadoop.hbase.filter.testmultiplecolumnprefixfilter.testmultiplecolumnprefixfilterwithmanyfamilies,0.0,False,False,False
116,35.0,hbase,MultiRowRangeFilter,org.apache.hadoop.hbase.filter.testmultirowrangefilter.testmergeandsortwithemptystartrowandstoprow,0.0,False,False,False
117,35.0,hbase,MultiRowRangeFilter,org.apache.hadoop.hbase.filter.testmultirowrangefilter.testmergeandsortwithemptystoprow,0.0,False,False,False
119,35.0,hbase,MultiRowRangeFilter,org.apache.hadoop.hbase.filter.testmultirowrangefilter.testmultirowrangefilterwithemptystartrow,0.0,False,False,False
122,35.0,hbase,MultiRowRangeFilter,org.apache.hadoop.hbase.filter.testmultirowrangefilter.testoutoforderscannernextexception,0.0,False,False,False
125,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testcolumncountgetfilter,0.0,False,False,False
127,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testcompoundfilter5,0.0,False,False,False
129,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testqualifierfilter,0.0,False,False,False
130,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testregisterfilter,0.0,False,False,False
132,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testtimestampsfilter,0.0,False,False,False
133,35.0,hbase,ParseFilter,org.apache.hadoop.hbase.filter.testparsefilter.testunescapedquote2,0.0,False,False,False
135,35.0,hbase,SingleColumnValueExcludeFilter,org.apache.hadoop.hbase.filter.testsinglecolumnvalueexcludefilter.testfiltercell,0.0,False,False,False
136,35.0,hbase,ConfServlet,org.apache.hadoop.hbase.http.conf.testconfservlet.testwritejson,0.0,False,False,False
138,35.0,hbase,JMXJsonServlet,org.apache.hadoop.hbase.http.jmx.testjmxjsonservlet.testquery,0.0,False,False,False
139,35.0,hbase,StaticUserWebFilter,org.apache.hadoop.hbase.http.lib.teststaticuserwebfilter.testconfiguration,0.0,False,False,False
140,35.0,hbase,StaticUserWebFilter,org.apache.hadoop.hbase.http.lib.teststaticuserwebfilter.testoldstyleconfiguration,0.0,False,False,False
141,35.0,hbase,HtmlQuoting,org.apache.hadoop.hbase.http.testhtmlquoting.testneedsquoting,0.0,False,False,False
142,35.0,hbase,HttpRequestLog,org.apache.hadoop.hbase.http.testhttprequestlog.testappenderundefined,0.0,False,False,False
145,35.0,hbase,FanOutOneBlockAsyncDFSOutput,org.apache.hadoop.hbase.io.asyncfs.testfanoutoneblockasyncdfsoutput.testconnecttodatanodefailed,0.0,False,True,False
147,35.0,hbase,Encryption,org.apache.hadoop.hbase.io.crypto.testencryption.testoddsizedblocks,0.0,False,False,False
149,35.0,hbase,BucketCache,org.apache.hadoop.hbase.io.hfile.bucket.testbucketcache.testbucketallocator,0.0,False,False,False
150,35.0,hbase,BucketCache,org.apache.hadoop.hbase.io.hfile.bucket.testbucketcache.testcacheblocknextblockmetadatamissing,8.0,True,False,False
154,35.0,hbase,BucketCache,org.apache.hadoop.hbase.io.hfile.bucket.testbucketcache.testretrievefromfile,6.0,True,True,False
155,35.0,hbase,BucketCache,org.apache.hadoop.hbase.io.hfile.bucket.testbucketcache.testvalidbucketcacheconfigs,0.0,False,False,False
158,35.0,hbase,FixedFileTrailer,org.apache.hadoop.hbase.io.hfile.testfixedfiletrailer.testtrailerforv2nonpbcompatibility,8.0,True,False,False
159,35.0,hbase,HFile,org.apache.hadoop.hbase.io.hfile.testhfile.testcorrupt0lengthhfile,3.0,True,False,False
162,35.0,hbase,HFileBlock,org.apache.hadoop.hbase.io.hfile.testhfileblock.testgzipcompression,0.0,False,False,False
166,35.0,hbase,HFileBlockIndex,org.apache.hadoop.hbase.io.hfile.testhfileblockindex.testmidkeyonleafindexblockboundary,8.0,True,False,False
167,35.0,hbase,HFileDataBlockEncoder,org.apache.hadoop.hbase.io.hfile.testhfiledatablockencoder.testencodingwithcache,0.0,False,False,False
171,35.0,hbase,ByteBufferListOutputStream,org.apache.hadoop.hbase.io.testbytebufferlistoutputstream.testwrites,0.0,False,False,False
174,35.0,hbase,FileLink,org.apache.hadoop.hbase.io.testfilelink.testhdfslinkreadduringrename,3.0,True,False,False
176,35.0,hbase,HalfStoreFileReader,org.apache.hadoop.hbase.io.testhalfstorefilereader.testhalfscanandreseek,10.0,True,False,False
177,35.0,hbase,HeapSize,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0.0,False,False,False
181,35.0,hbase,BufferChain,org.apache.hadoop.hbase.ipc.testbufferchain.testwithspy,12.0,True,False,False
183,35.0,hbase,CellBlockBuilder,org.apache.hadoop.hbase.ipc.testcellblockbuilder.testbuildcellblock,0.0,False,False,False
184,35.0,hbase,CoprocessorRpcUtils,org.apache.hadoop.hbase.ipc.testcoprocessorrpcutils.testservicename,0.0,False,False,False
186,35.0,hbase,MasterFifoRpcScheduler,org.apache.hadoop.hbase.ipc.testmasterfiforpcscheduler.testcallqueueinfo,0.0,False,False,False
187,35.0,hbase,NettyRpcServer,org.apache.hadoop.hbase.ipc.testnettyrpcserver.testnettyrpcserver,0.0,False,False,False
188,35.0,hbase,SimpleRpcScheduler,org.apache.hadoop.hbase.ipc.testsimplerpcscheduler.testrpcscheduler,0.0,False,False,False
189,35.0,hbase,SimpleRpcScheduler,org.apache.hadoop.hbase.ipc.testsimplerpcscheduler.testsoftandhardqueuelimits,0.0,False,False,False
190,35.0,hbase,GroupingTableMap,org.apache.hadoop.hbase.mapred.testgroupingtablemap.shouldnotcallcollectonsincefinduniquekeyvaluemorethanones,0.0,False,False,False
196,35.0,hbase,TableMapReduceUtil,org.apache.hadoop.hbase.mapred.testtablemapreduceutil.shoudbevalidmapreducewithpartitionerevaluation,2.0,True,False,False
197,35.0,hbase,MultiTableInputFormatBase,org.apache.hadoop.hbase.mapreduce.multitableinputformattestbase.testscanobbtoopp,0.0,False,False,False
198,35.0,hbase,MultiTableInputFormatBase,org.apache.hadoop.hbase.mapreduce.multitableinputformattestbase.testscanyzytoempty,0.0,False,False,False
199,35.0,hbase,CellCounter,org.apache.hadoop.hbase.mapreduce.testcellcounter.testcellcounterwithoutoutputdir,0.0,False,False,False
200,35.0,hbase,CopyTable,org.apache.hadoop.hbase.mapreduce.testcopytable.testmainmethod,0.0,False,False,False
201,35.0,hbase,CopyTable,org.apache.hadoop.hbase.mapreduce.testcopytable.testrenamefamily,0.0,False,False,False
202,35.0,hbase,HFileOutputFormat2,org.apache.hadoop.hbase.mapreduce.testhfileoutputformat2.testexcludeallfromminorcompaction,0.0,False,False,False
203,35.0,hbase,HFileOutputFormat2,org.apache.hadoop.hbase.mapreduce.testhfileoutputformat2.testmrincrementalload,0.0,False,False,False
205,35.0,hbase,HFileOutputFormat2,org.apache.hadoop.hbase.mapreduce.testhfileoutputformat2.testwritingpedata,5.0,True,False,False
206,35.0,hbase,ImportTsv,org.apache.hadoop.hbase.mapreduce.testimporttsv.testbulkoutputwithanexistingtablenostricttrue,0.0,False,False,False
209,35.0,hbase,ImportTsv,org.apache.hadoop.hbase.mapreduce.testimporttsv.testdrymodewithoutbulkoutputandtableexists,0.0,False,False,False
210,35.0,hbase,MultiTableSnapshotInputFormatImpl,org.apache.hadoop.hbase.mapreduce.testmultitablesnapshotinputformatimpl.testsetinputsetssnapshottoscans,0.0,False,False,False
213,35.0,hbase,RegionSizeCalculator,org.apache.hadoop.hbase.mapreduce.testregionsizecalculator.testlargeregion,0.0,False,False,False
215,35.0,hbase,RowCounter,org.apache.hadoop.hbase.mapreduce.testrowcounter.testrowcountercolumnwithcoloninqualifier,0.0,False,False,False
218,35.0,hbase,RowCounter,org.apache.hadoop.hbase.mapreduce.testrowcounter.testrowcounterrowsinglerangeupperbound,0.0,False,False,False
222,35.0,hbase,TableInputFormat,org.apache.hadoop.hbase.mapreduce.testtableinputformat.testextensionoftableinputformatbase,0.0,False,False,False
223,35.0,hbase,TableInputFormat,org.apache.hadoop.hbase.mapreduce.testtableinputformat.testtablerecordreadermapreduce,0.0,False,False,False
224,35.0,hbase,TableInputFormat,org.apache.hadoop.hbase.mapreduce.testtableinputformat.testtablerecordreaderscannerfailmapreducetwice,0.0,False,False,False
226,35.0,hbase,TableMapReduceUtil,org.apache.hadoop.hbase.mapreduce.testtablemapreduceutil.testinittablemapperjob3,0.0,False,False,False
228,35.0,hbase,TableSnapshotInputFormat,org.apache.hadoop.hbase.mapreduce.testtablesnapshotinputformat.testwithmockedmapreducewithsplitsperregion,0.0,False,False,False
230,35.0,hbase,AssignmentManager,org.apache.hadoop.hbase.master.assignment.testassignmentmanager.testassignwithgoodexec,0.0,False,False,False
231,35.0,hbase,AssignmentManager,org.apache.hadoop.hbase.master.assignment.testassignmentmanager.testunassignanunassignedregion,0.0,False,False,False
233,35.0,hbase,SplitTableRegionProcedure,org.apache.hadoop.hbase.master.assignment.testsplittableregionprocedure.testinvalidsplitkey,0.0,False,False,False
234,35.0,hbase,SplitTableRegionProcedure,org.apache.hadoop.hbase.master.assignment.testsplittableregionprocedure.testrecoveryanddoubleexecution,0.0,False,False,False
237,35.0,hbase,BaseLoadBalancer,org.apache.hadoop.hbase.master.balancer.testbaseloadbalancer.testrandomassignment,0.0,False,False,False
238,35.0,hbase,BaseLoadBalancer,org.apache.hadoop.hbase.master.balancer.testbaseloadbalancer.testregionavailability,0.0,False,False,False
240,35.0,hbase,RegionLocationFinder,org.apache.hadoop.hbase.master.balancer.testregionlocationfinder.testgettopblocklocations,0.0,False,False,False
243,35.0,hbase,RSGroupBasedLoadBalancer,org.apache.hadoop.hbase.master.balancer.testrsgroupbasedloadbalancer.testretainassignment,0.0,False,False,False
244,35.0,hbase,StochasticLoadBalancer,org.apache.hadoop.hbase.master.balancer.teststochasticloadbalancer.testcostfromarray,0.0,False,False,False
246,35.0,hbase,CleanerChore,org.apache.hadoop.hbase.master.cleaner.testcleanerchore.testminimumnumberofthreads,2.0,True,False,False
247,35.0,hbase,CleanerChore,org.apache.hadoop.hbase.master.cleaner.testcleanerchore.teststoppedcleanerdoesnotdeletefiles,7.0,True,False,False
249,35.0,hbase,HFileCleaner,org.apache.hadoop.hbase.master.cleaner.testhfilecleaner.testremovesemptydirectories,0.0,False,False,False
250,35.0,hbase,HFileCleaner,org.apache.hadoop.hbase.master.cleaner.testhfilecleaner.testthreadcleanup,6.0,True,False,False
251,35.0,hbase,HFileCleaner,org.apache.hadoop.hbase.master.cleaner.testhfilecleaner.testttlcleaner,9.0,True,False,False
253,35.0,hbase,LockManager,org.apache.hadoop.hbase.master.locking.testlockmanager.testmasterlockacquiretimeout,0.0,False,False,False
255,35.0,hbase,LockProcedure,org.apache.hadoop.hbase.master.locking.testlockprocedure.testlatch,0.0,False,False,False
257,35.0,hbase,LockProcedure,org.apache.hadoop.hbase.master.locking.testlockprocedure.testupdateheartbeatandunlockfortable,0.0,False,False,False
258,35.0,hbase,SimpleRegionNormalizer,org.apache.hadoop.hbase.master.normalizer.testsimpleregionnormalizer.testmergeofsmallregions,0.0,False,False,False
260,35.0,hbase,SimpleRegionNormalizer,org.apache.hadoop.hbase.master.normalizer.testsimpleregionnormalizer.testsplitoflargeregion,0.0,False,False,False
262,35.0,hbase,CreateNamespaceProcedure,org.apache.hadoop.hbase.master.procedure.testcreatenamespaceprocedure.testcreatenamespacewithinvalidregioncount,0.0,False,False,False
263,35.0,hbase,CreateNamespaceProcedure,org.apache.hadoop.hbase.master.procedure.testcreatenamespaceprocedure.testcreatesamenamespacetwice,0.0,False,False,False
264,35.0,hbase,CreateNamespaceProcedure,org.apache.hadoop.hbase.master.procedure.testcreatenamespaceprocedure.testcreatesystemnamespace,0.0,False,False,False
266,35.0,hbase,CreateTableProcedure,org.apache.hadoop.hbase.master.procedure.testcreatetableprocedure.testrollbackanddoubleexecutiononmobtable,0.0,False,False,False
268,35.0,hbase,DisableTableProcedure,org.apache.hadoop.hbase.master.procedure.testdisabletableprocedure.testdisabletable,0.0,False,False,False
269,35.0,hbase,EnableTableProcedure,org.apache.hadoop.hbase.master.procedure.testenabletableprocedure.testenablenondisabledtable,0.0,False,False,False
270,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testcreatedeletetableoperationswithreadlock,0.0,False,False,False
272,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testrootxlockandchildrenxlock,0.0,False,False,False
273,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testverifynamespacerwlocks,0.0,False,False,False
275,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testverifyrwlocks,0.0,False,False,False
276,35.0,hbase,MasterProcedureScheduler,org.apache.hadoop.hbase.master.procedure.testmasterprocedurescheduler.testverifysubprocregionlocks,0.0,False,False,False
278,35.0,hbase,ModifyNamespaceProcedure,org.apache.hadoop.hbase.master.procedure.testmodifynamespaceprocedure.testmodifynamespacewithinvalidtablecount,0.0,False,False,False
281,35.0,hbase,RestoreSnapshotProcedure,org.apache.hadoop.hbase.master.procedure.testrestoresnapshotprocedure.testrecoveryanddoubleexecution,0.0,False,False,False
282,35.0,hbase,ServerCrashProcedure,org.apache.hadoop.hbase.master.procedure.testservercrashprocedure.testcrashtargetrs,0.0,False,False,False
283,35.0,hbase,TruncateTableProcedure,org.apache.hadoop.hbase.master.procedure.testtruncatetableprocedure.testonhdfsfailurenopreservesplits,0.0,False,False,False
286,35.0,hbase,SnapshotHFileCleaner,org.apache.hadoop.hbase.master.snapshot.testsnapshothfilecleaner.testcorrupteddatamanifest,3.0,True,False,False
288,35.0,hbase,ActiveMasterManager,org.apache.hadoop.hbase.master.testactivemastermanager.testactivemastermanagerfromzk,0.0,False,False,False
293,35.0,hbase,DeadServer,org.apache.hadoop.hbase.master.testdeadserver.testsortextract,0.0,False,False,False
295,35.0,hbase,MasterStatusServlet,org.apache.hadoop.hbase.master.testmasterstatusservlet.teststatustemplatenotables,0.0,False,False,False
296,35.0,hbase,MasterStatusServlet,org.apache.hadoop.hbase.master.testmasterstatusservlet.teststatustemplatewithservers,0.0,False,False,False
297,35.0,hbase,MetricsMasterSourceImpl,org.apache.hadoop.hbase.master.testmetricsmastersourceimpl.testgetinstance,0.0,False,False,False
300,35.0,hbase,SplitLogManager,org.apache.hadoop.hbase.master.testsplitlogmanager.testmultipleresubmits,0.0,False,False,False
303,35.0,hbase,HistogramImpl,org.apache.hadoop.hbase.metrics.impl.testhistogramimpl.testsnapshot,0.0,False,False,False
304,35.0,hbase,MetricRegistryImpl,org.apache.hadoop.hbase.metrics.impl.testmetricregistryimpl.testgetmetrics,0.0,False,False,False
307,35.0,hbase,RefCountingMap,org.apache.hadoop.hbase.metrics.impl.testrefcountingmap.testputmulti,0.0,False,False,False
308,35.0,hbase,BaseSourceImpl,org.apache.hadoop.hbase.metrics.testbasesourceimpl.testincgauge,0.0,False,False,False
309,35.0,hbase,MobCompactor,org.apache.hadoop.hbase.mob.compactions.testmobcompactor.testcompactionwithhfilelink,28.0,True,False,False
311,35.0,hbase,MobCompactor,org.apache.hadoop.hbase.mob.compactions.testmobcompactor.testmajorcompactionwithweeklyfollowedbymonthly,0.0,False,False,False
312,35.0,hbase,PartitionedMobCompactionRequest,org.apache.hadoop.hbase.mob.compactions.testpartitionedmobcompactionrequest.testcompactedpartition,4.0,True,False,False
315,35.0,hbase,PartitionedMobCompactor,org.apache.hadoop.hbase.mob.compactions.testpartitionedmobcompactor.testcompactionselectnofileswithincurrentweekmonthlypolicy,2.0,True,False,False
319,35.0,hbase,ExpiredMobFileCleaner,org.apache.hadoop.hbase.mob.testexpiredmobfilecleaner.testcleaner,20.0,True,False,False
321,35.0,hbase,MobFileName,org.apache.hadoop.hbase.mob.testmobfilename.testcreate,7.0,True,False,False
322,35.0,hbase,MobFileName,org.apache.hadoop.hbase.mob.testmobfilename.testget,7.0,True,False,False
324,35.0,hbase,TaskMonitor,org.apache.hadoop.hbase.monitoring.testtaskmonitor.testtasksgetabortedonleak,0.0,False,False,False
325,35.0,hbase,NamespaceAuditor,org.apache.hadoop.hbase.namespace.testnamespaceauditor.testclonesnapshot,0.0,False,False,False
326,35.0,hbase,NamespaceAuditor,org.apache.hadoop.hbase.namespace.testnamespaceauditor.testexceedtablequotainnamespace,0.0,False,False,False
328,35.0,hbase,MultiByteBuff,org.apache.hadoop.hbase.nio.testmultibytebuff.testmarkandresetwithmbb,0.0,False,False,False
330,35.0,hbase,ProcedureCoordinator,org.apache.hadoop.hbase.procedure.testprocedurecoordinator.testsinglecohortorchestration,0.0,False,False,False
331,35.0,hbase,ProcedureCoordinator,org.apache.hadoop.hbase.procedure.testprocedurecoordinator.testunreachablecontrollerduringcommit,0.0,False,False,False
332,35.0,hbase,ProcedureMember,org.apache.hadoop.hbase.procedure.testproceduremember.testpropagateconnectionerrorbacktomanager,0.0,False,False,False
334,35.0,hbase,ProcedureStoreTracker,org.apache.hadoop.hbase.procedure2.store.testprocedurestoretracker.testpartialtracker,0.0,False,False,False
337,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testcorruptedprocedures,4.0,True,False,False
338,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testcorruptedtrailer,1.0,True,False,False
340,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanernoholes,1.0,True,False,False
341,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanersequentialclean,1.0,True,False,False
342,35.0,hbase,WALProcedureStore,org.apache.hadoop.hbase.procedure2.store.wal.testwalprocedurestore.testwalcleanerupdates,1.0,True,False,False
344,35.0,hbase,ProcedureExecutor,org.apache.hadoop.hbase.procedure2.testprocedureexecutor.testsubmitbatch,0.0,False,False,False
345,35.0,hbase,ProcedureInMemoryChore,org.apache.hadoop.hbase.procedure2.testprocedureinmemorychore.testchoreaddandremove,0.0,False,False,False
346,35.0,hbase,ProcedureMetrics,org.apache.hadoop.hbase.procedure2.testproceduremetrics.testmetricforfailedyiledprocedure,0.0,False,False,False
348,35.0,hbase,StateMachineProcedure,org.apache.hadoop.hbase.procedure2.teststatemachineprocedure.testchildbadrollbackstatecount,0.0,False,False,False
350,35.0,hbase,ProtobufUtil,org.apache.hadoop.hbase.protobuf.testprotobufutil.testdelete,0.0,False,False,False
352,35.0,hbase,DisableTableViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testdisabletableviolationpolicyenforcement.testcheckput,0.0,False,False,False
353,35.0,hbase,NoInsertsViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testnoinsertsviolationpolicyenforcement.testcheckappend,0.0,False,False,False
354,35.0,hbase,NoInsertsViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testnoinsertsviolationpolicyenforcement.testcheckput,0.0,False,False,False
356,35.0,hbase,NoWritesCompactionsViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testnowritescompactionsviolationpolicyenforcement.testcheckdelete,0.0,False,False,False
357,35.0,hbase,NoWritesCompactionsViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testnowritescompactionsviolationpolicyenforcement.testcheckput,0.0,False,False,False
360,35.0,hbase,NoWritesViolationPolicyEnforcement,org.apache.hadoop.hbase.quotas.policies.testnowritesviolationpolicyenforcement.testcheckput,0.0,False,False,False
