,idProject,nameProject,productionClass,testCase,ERNC,isResourceOptimism,isResourceOptimismManual,prediction
52,4.0,openpojo,BaseMapRandomGenerator,com.openpojo.random.map.util.basemaprandomgeneratortest.endtoend,0.0,False,False,False
53,4.0,openpojo,BaseMapRandomGenerator,com.openpojo.random.map.util.basemaprandomgeneratortest.shouldbeabletocreate,0.0,False,False,False
55,4.0,openpojo,RandomFactory,com.openpojo.random.randomfactorytest.generaterandomwithnoregisteredrandomgenerator,0.0,False,False,False
57,4.0,openpojo,DefaultRandomGeneratorService,com.openpojo.random.service.impl.defaultrandomgeneratorservicetest.defaultrandomgeneratormustnotbeinitialized,0.0,False,False,False
59,4.0,openpojo,DefaultRandomGeneratorService,com.openpojo.random.service.impl.defaultrandomgeneratorservicetest.shouldreturnnamebasedonclassname,0.0,False,False,False
61,4.0,openpojo,RandomGeneratorAdapter,com.openpojo.random.service.impl.randomgeneratoradaptertest.dogenerateonnonregisteredtypeshouldthrowexception,0.0,False,False,False
62,4.0,openpojo,RandomGeneratorAdapter,com.openpojo.random.service.impl.randomgeneratoradaptertest.gettypesshouldthrowexception,0.0,False,False,False
66,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldcreateusingsingleparameterconstructor,0.0,False,False,False
67,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldfailtoconstructusingmostcompleteinstance,0.0,False,False,False
68,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldfailtocreateusingdefault,0.0,False,False,False
70,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldsetprimitivebusinesskeys,0.0,False,False,False
71,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldskipsyntheticconstructor,0.0,False,False,False
76,4.0,openpojo,FacadeFactory,com.openpojo.reflection.facade.facadefactorytest.checkreturnedfacade,0.0,False,False,False
77,4.0,openpojo,FilterChain,com.openpojo.reflection.filters.filterchaintest.addingarraywithnullfilters_ignored,0.0,False,False,False
79,4.0,openpojo,FilterSyntheticClasses,com.openpojo.reflection.filters.filtersyntheticclassestest.shouldexcludesyntheticpojos,0.0,False,False,False
80,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.ispackageprivateclass,0.0,False,False,False
81,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.shouldcreateinstanceonabstract,0.0,False,False,False
84,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.shouldfailtoconstructbasedonexcpetionalconstructorwithparam,0.0,False,False,False
88,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.testisstatic,0.0,False,False,False
89,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.cangetenclosingclass,0.0,False,False,False
91,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.testisprivate,0.0,False,False,False
93,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.testispublic,0.0,False,False,False
98,4.0,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.testisprotected,0.0,False,False,False
99,4.0,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.testisstatic,0.0,False,False,False
101,4.0,openpojo,ByteCodeFactory,com.openpojo.reflection.java.bytecode.bytecodefactorytest.shouldnotbeabletocreateinstance,0.0,False,False,False
104,4.0,openpojo,JavaClassPathClassLoader,com.openpojo.reflection.java.packageloader.env.javaclasspathclassloadertest.checklistofpojoclassescontains,0.0,False,False,False
106,4.0,openpojo,URLToFileSystemAdapter,com.openpojo.reflection.java.packageloader.impl.urltofilesystemadaptertest.invalidurlshouldthrowexception,0.0,True,False,True
108,4.0,openpojo,FileSystemReader,com.openpojo.reflection.java.packageloader.reader.filesystemreadertest.throwsproperexception,0.0,True,True,True
110,4.0,openpojo,Primitives,com.openpojo.reflection.java.type.primitivestest.shouldhaveprivateconstructor,0.0,False,False,False
111,4.0,openpojo,VersionFactory,com.openpojo.reflection.java.version.versionfactorytest.v4_2_1shouldbelessthan4_2_1_1,0.0,False,False,False
113,4.0,openpojo,VersionParser,com.openpojo.reflection.java.version.versionparsertest.shouldreturnmajorwhenonlymajorpresent,0.0,False,False,False
114,4.0,openpojo,AbstractAffirmation,com.openpojo.validation.affirm.abstractaffirmationtest.shouldfailwhenarrayitemmismatch,0.0,False,False,False
117,4.0,openpojo,AbstractAffirmation,com.openpojo.validation.affirm.abstractaffirmationtest.testaffirmsame,0.0,False,False,False
118,4.0,openpojo,AbstractAffirmation,com.openpojo.validation.affirm.abstractaffirmationtest.testfailwithnullmessage,0.0,False,False,False
119,4.0,openpojo,PojoValidator,com.openpojo.validation.pojovalidatortest.abstractclasstestingendtoend,0.0,False,False,False
120,4.0,openpojo,PojoValidator,com.openpojo.validation.pojovalidatortest.shouldinvokeruleonabstract,0.0,False,False,False
121,4.0,openpojo,EqualsAndHashCodeMatchRule,com.openpojo.validation.rule.impl.equalsandhashcodematchruletest.shouldfailonlyequalsisimplemented,0.0,False,False,False
132,4.0,openpojo,CloseableHelper,com.openpojo.validation.utils.closeablehelpertest.shouldnotfailifnull,0.0,False,False,False
135,4.0,openpojo,ValidatorBuilder,com.openpojo.validation.validatorbuildertest.createreturnsvalidatorbuilder,0.0,False,False,False
0,4.0,openpojo,BusinessIdentity,com.openpojo.business.businessidentitytest.shouldtostringonarrays,0.0,False,False,False
4,4.0,openpojo,DefaultIdentityEvaluator,com.openpojo.business.identity.impl.defaultidentityevaluatortest.whenarraysofnonequallength_thenpojosarenotequal,0.0,False,False,False
7,4.0,openpojo,BusinessIdentityUtils,com.openpojo.business.utils.businessidentityutilstest.shouldnotbeabletoconstruct,0.0,False,False,False
16,4.0,openpojo,CollectionRandomGenerator,com.openpojo.random.collection.collectionrandomgeneratortest.whengeneratewithgeneric_generatecorrectly,0.0,False,False,False
17,4.0,openpojo,AttributeListRandomGenerator,com.openpojo.random.collection.list.attributelistrandomgeneratortest.shouldgeneratecorrecttypecollectionforrequestedcollection,0.0,False,False,False
19,4.0,openpojo,RoleListRandomGenerator,com.openpojo.random.collection.list.rolelistrandomgeneratortest.assertcollectionhasexpectedtypes,0.0,False,False,False
20,4.0,openpojo,RoleListRandomGenerator,com.openpojo.random.collection.list.rolelistrandomgeneratortest.constructorshouldbeprivate,0.0,False,False,False
21,4.0,openpojo,RoleListRandomGenerator,com.openpojo.random.collection.list.rolelistrandomgeneratortest.endtoend,0.0,False,False,False
27,4.0,openpojo,BaseCollectionRandomGenerator,com.openpojo.random.collection.util.basecollectionrandomgeneratortest.shouldonlyreturncollectionclassfromgettypes,0.0,False,False,False
29,4.0,openpojo,RandomInstanceFromInterfaceRandomGenerator,com.openpojo.random.dynamic.randominstancefrominterfacerandomgeneratortest.shouldreturnanewinstanceeverytime,0.0,False,False,False
30,4.0,openpojo,RandomInstanceFromInterfaceRandomGenerator,com.openpojo.random.dynamic.randominstancefrominterfacerandomgeneratortest.shouldreturnfalsewithnullequals,0.0,False,False,False
31,4.0,openpojo,BasicRandomGenerator,com.openpojo.random.impl.basicrandomgeneratortest.testbiginteger,0.0,False,False,False
32,4.0,openpojo,BasicRandomGenerator,com.openpojo.random.impl.basicrandomgeneratortest.testcalendar,0.0,False,False,False
33,4.0,openpojo,BasicRandomGenerator,com.openpojo.random.impl.basicrandomgeneratortest.testdouble,0.0,False,False,False
35,4.0,openpojo,BasicRandomGenerator,com.openpojo.random.impl.basicrandomgeneratortest.testlong,0.0,False,False,False
36,4.0,openpojo,BasicRandomGenerator,com.openpojo.random.impl.basicrandomgeneratortest.teststring,0.0,False,False,False
39,4.0,openpojo,ObjectRandomGenerator,com.openpojo.random.impl.objectrandomgeneratortest.testgettypes,0.0,False,False,False
42,4.0,openpojo,URIRandomGenerator,com.openpojo.random.impl.urirandomgeneratortest.generateduriisrandom,0.0,False,False,False
45,4.0,openpojo,URLRandomGenerator,com.openpojo.random.impl.urlrandomgeneratortest.end2endtest,0.0,False,False,False
46,4.0,openpojo,URLRandomGenerator,com.openpojo.random.impl.urlrandomgeneratortest.generatedurlisrandom,0.0,False,False,False
47,4.0,openpojo,URLRandomGenerator,com.openpojo.random.impl.urlrandomgeneratortest.gettypesreturnsurltypeonly,0.0,False,False,False
50,4.0,openpojo,BaseMapRandomGenerator,com.openpojo.random.map.util.basemaprandomgeneratortest.assertmaphasexpectedtypes,0.0,False,False,False
54,4.0,openpojo,BaseMapRandomGenerator,com.openpojo.random.map.util.basemaprandomgeneratortest.shouldgeneratecorrecttypemapforrequestedmap,0.0,False,False,False
56,4.0,openpojo,RandomFactory,com.openpojo.random.randomfactorytest.shouldpopulatefieldswithbusinesskeys,0.0,False,False,False
58,4.0,openpojo,DefaultRandomGeneratorService,com.openpojo.random.service.impl.defaultrandomgeneratorservicetest.shouldgetrandomgeneratorbasedonassignability,0.0,False,False,False
60,4.0,openpojo,DefaultRandomGeneratorService,com.openpojo.random.service.impl.defaultrandomgeneratorservicetest.shouldsetandgetdefaultrandomgenerator,0.0,False,False,False
63,4.0,openpojo,Helper,com.openpojo.random.util.helpertest.shouldnotthrowexceptionwithlisthavingassignabletoitem,0.0,False,False,False
64,4.0,openpojo,CoberturaPojoClassAdapter,com.openpojo.reflection.adapt.impl.coberturapojoclassadaptertest.shouldskipmethodsstartingwith__covertura_,0.0,False,False,False
65,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldconstructbasedonderivedclass,0.0,False,False,False
69,4.0,openpojo,InstanceFactory,com.openpojo.reflection.construct.instancefactorytest.shouldinitializebusinesskeys,0.0,False,False,False
72,4.0,openpojo,Clover3,com.openpojo.reflection.coverage.impl.clover3test.coverageclassnameis__com_cenqua_clovertestnamesniffer,0.0,False,False,False
73,4.0,openpojo,Clover4,com.openpojo.reflection.coverage.impl.clover4test.shouldhavecloverpojoclassadapter,0.0,False,False,False
74,4.0,openpojo,Cobertura,com.openpojo.reflection.coverage.impl.coberturatest.shouldhavecoberturapojoclassadapter,0.0,False,False,False
75,4.0,openpojo,Jacoco,com.openpojo.reflection.coverage.impl.jacocotest.coverageclassnameis__orgdotjacocodotagentdotrtdotiagent,0.0,False,False,False
78,4.0,openpojo,FilterClassName,com.openpojo.reflection.filters.filterclassnametest.shouldfilterbasedonpackagename,0.0,False,False,False
82,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.shouldcreateinstanceusingdeclaredprivateconstructor,0.0,False,False,False
83,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.shouldcreateinstanceusingdeclaredpublicconstructor,0.0,False,False,False
85,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.shouldfailtofindappropriateconstructor,0.0,False,False,False
86,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.testgetpojomethods,0.0,False,False,False
87,4.0,openpojo,PojoClassImpl,com.openpojo.reflection.impl.pojoclassimpltest.testisfinalonnonfinalclass,0.0,False,False,False
90,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.ispackageprivate,0.0,False,False,False
92,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.testisprotected,0.0,False,False,False
94,4.0,openpojo,PojoFieldImpl,com.openpojo.reflection.impl.pojofieldimpltest.testistransient,0.0,False,False,False
95,4.0,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.classwithprivateconstructorandbuilder_hassyntheticconstrutor,0.0,False,False,False
96,4.0,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.testisfinal,0.0,False,False,False
97,4.0,openpojo,PojoMethodImpl,com.openpojo.reflection.impl.pojomethodimpltest.testisnotstatic,0.0,False,False,False
100,4.0,openpojo,PojoPackageImpl,com.openpojo.reflection.impl.pojopackageimpltest.shouldreturnnullannotationnopackageinfo,0.0,False,False,False
102,4.0,openpojo,JavaClassPathClassLoader,com.openpojo.reflection.java.packageloader.env.javaclasspathclassloadertest.cangetallclassnamesinbootclasspath,0.0,False,False,False
103,4.0,openpojo,JavaClassPathClassLoader,com.openpojo.reflection.java.packageloader.env.javaclasspathclassloadertest.cangetinstance,0.0,False,False,False
105,4.0,openpojo,JARPackageLoader,com.openpojo.reflection.java.packageloader.impl.jarpackageloadertest.shouldgetjarsubpackages,0.0,False,False,False
107,4.0,openpojo,FileSystemReader,com.openpojo.reflection.java.packageloader.reader.filesystemreadertest.shouldnotfailforemptypaths,0.0,True,True,False
109,4.0,openpojo,Helper,com.openpojo.reflection.java.packageloader.utils.helpertest.returnsfalsewhenentryisnullandisclass,0.0,False,False,False
112,4.0,openpojo,VersionFactory,com.openpojo.reflection.java.version.versionfactorytest.v4shouldbelessthanv5,0.0,False,False,False
115,4.0,openpojo,AbstractAffirmation,com.openpojo.validation.affirm.abstractaffirmationtest.testaffirmcontains,0.0,False,False,False
116,4.0,openpojo,AbstractAffirmation,com.openpojo.validation.affirm.abstractaffirmationtest.testaffirmfalse,0.0,False,False,False
122,4.0,openpojo,EqualsAndHashCodeMatchRule,com.openpojo.validation.rule.impl.equalsandhashcodematchruletest.shouldpasswhenequalsandhashcodeareimplemented,0.0,False,False,False
123,4.0,openpojo,NoFieldShadowingRule,com.openpojo.validation.rule.impl.nofieldshadowingruletest.achildwithfieldshadowingshouldfail,0.0,False,False,False
124,4.0,openpojo,NoFieldShadowingRule,com.openpojo.validation.rule.impl.nofieldshadowingruletest.ensureachildwithfieldshadowingisaccurateww,0.0,False,False,False
125,4.0,openpojo,NoFieldShadowingRule,com.openpojo.validation.rule.impl.nofieldshadowingruletest.preconfiguredshadowfieldsskipped,0.0,False,False,False
126,4.0,openpojo,NoFieldShadowingRule,com.openpojo.validation.rule.impl.nofieldshadowingruletest.shouldnotaddserialversionuidfromchildofserializablewithoutinterfacetoshadowfieldlist,0.0,False,False,False
127,4.0,openpojo,NoPrimitivesRule,com.openpojo.validation.rule.impl.noprimitivesruletest.testevaluate,0.0,False,False,False
128,4.0,openpojo,NoPublicFieldsExceptStaticFinalRule,com.openpojo.validation.rule.impl.nopublicfieldsexceptstaticfinalruletest.testevaluate,0.0,False,False,False
129,4.0,openpojo,NoPublicFieldsRule,com.openpojo.validation.rule.impl.nopublicfieldsruletest.testevaluate,0.0,False,False,False
130,4.0,openpojo,NoStaticExceptFinalRule,com.openpojo.validation.rule.impl.nostaticexceptfinalruletest.testevaluate,0.0,False,False,False
131,4.0,openpojo,SetterMustExistRule,com.openpojo.validation.rule.impl.settermustexistruletest.testevaluate,0.0,False,False,False
133,4.0,openpojo,ToStringHelper,com.openpojo.validation.utils.tostringhelpertest.shouldreturnerrormessagewhentostringthrowserrors,0.0,False,False,False
134,4.0,openpojo,ValidationHelper,com.openpojo.validation.utils.validationhelpertest.testisstaticfinal,0.0,False,False,False
136,4.0,openpojo,ValidatorBuilder,com.openpojo.validation.validatorbuildertest.withrules_ignoresnullarrayentries,0.0,False,False,False
137,4.0,openpojo,ValidatorBuilder,com.openpojo.validation.validatorbuildertest.withrules_persistrules,0.0,False,False,False
